Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
250000,6.86,33,1809,261,808,219,37.75,-122.12,9207.81797024002,539295.997252147,718225.159895239,50249.052443856,27494.510515957
329800,7.6923,28,794,111,329,109,37.75,-122.12,9207.81797024002,539295.997252147,718225.159895239,50249.052443856,27494.510515957
195500,4.0313,36,690,105,299,109,37.75,-122.14,7500.7987734176,540462.648894974,719363.371599242,50976.9411219166,25745.2304621813
255900,6.8323,33,1334,200,579,202,37.75,-122.14,7500.7987734176,540462.648894974,719363.371599242,50976.9411219166,25745.2304621813
311100,4975,30,414,54,137,50,37.75,-122.13,8351.63189512344,539878.888117658,718793.918855446,50606.6258528626,26619.7248313047
330000,5.3602,36,768,93,229,93,37.75,-122.13,8351.63189512344,539878.888117658,718793.918855446,50606.6258528626,26619.7248313047
248900,5,41,4400,666,1476,648,37.74,-122.13,8157.94237887882,539047.42700951,717946.706400257,49596.5797456195,26755.727176832
142900,2925,46,954,161,429,154,37.75,-122.16,5824.56752557681,541632.768905475,720504.351832424,51754.693777353,23997.2430950119
126300,3.8913,40,1445,256,849,255,37.75,-122.15,6657.37130630304,541047.27676221,719933.516474529,51359.7226324973,24871.0581480673
135800,3225,44,1938,399,946,331,37.75,-122.15,6657.37130630304,541047.27676221,719933.516474529,51359.7226324973,24871.0581480673
130600,3.1458,41,856,178,571,191,37.74,-122.15,6412.44302392282,540217.767589762,719087.795009578,50364.8845462711,25016.3256878639
107900,2537,24,1790,454,1137,386,37.75,-122.16,5824.56752557681,541632.768905475,720504.351832424,51754.693777353,23997.2430950119
111100,2.5568,44,617,131,378,135,37.75,-122.16,5824.56752557681,541632.768905475,720504.351832424,51754.693777353,23997.2430950119
122000,3.5083,43,1383,275,853,272,37.74,-122.15,6412.44302392282,540217.767589762,719087.795009578,50364.8845462711,25016.3256878639
118000,3.3125,49,1325,277,764,282,37.74,-122.15,6412.44302392282,540217.767589762,719087.795009578,50364.8845462711,25016.3256878639
95200,1.8235,40,1227,294,928,261,37.75,-122.16,5824.56752557681,541632.768905475,720504.351832424,51754.693777353,23997.2430950119
94300,3.8047,35,667,140,406,133,37.75,-122.16,5824.56752557681,541632.768905475,720504.351832424,51754.693777353,23997.2430950119
92500,2.2917,34,1223,281,824,280,37.74,-122.17,4676.87904879678,541391.562921819,720231.644664053,51182.436942432,23279.7552433724
91800,2.4962,37,1379,287,835,259,37.75,-122.17,5007.69056631056,542219.12251888,721075.876027276,52161.5776504943,23123.8258146867
109400,4.0417,43,1534,300,826,295,37.74,-122.16,5542.83458363706,540804.234819289,719659.375531175,50767.6501396483,24147.6483828465
129500,3.4844,46,1029,181,567,211,37.74,-122.16,5542.83458363706,540804.234819289,719659.375531175,50767.6501396483,24147.6483828465
143400,4.1458,52,771,147,355,144,37.74,-122.16,5542.83458363706,540804.234819289,719659.375531175,50767.6501396483,24147.6483828465
98200,2625,47,824,223,533,166,37.74,-122.16,5542.83458363706,540804.234819289,719659.375531175,50767.6501396483,24147.6483828465
103100,2.0227,44,1097,239,609,215,37.74,-122.16,5542.83458363706,540804.234819289,719659.375531175,50767.6501396483,24147.6483828465
276800,3.3333,49,1283,238,576,236,37.9,-122.29,3830.76867328488,561681.912749391,740603.874244235,71852.41166796,18717.611987735
270900,5338,52,1604,263,594,286,37.9,-122.29,3830.76867328488,561681.912749391,740603.874244235,71852.41166796,18717.611987735
246200,3.4732,52,2248,422,870,377,37.89,-122.29,3881.67633904786,560850.949133144,739757.786118022,70884.2214728745,17900.8753496392
224200,3.5125,38,2263,522,1027,509,37.9,-122.3,2958.94429309126,562264.930724005,741173.211953414,72285.0932693983,18147.3676521951
229100,3.1375,52,1571,349,693,326,37.89,-122.29,3881.67633904786,560850.949133144,739757.786118022,70884.2214728745,17900.8753496392
211600,2.8036,46,1520,402,815,375,37.89,-122.3,3024.42882345827,561434.907061947,740327.848971268,71322.8360174143,17303.6539232931
256100,4.5824,15,5083,1212,2420,1146,37.9,-122.3,2958.94429309126,562264.930724005,741173.211953414,72285.0932693983,18147.3676521951
206300,3.0208,36,1077,293,518,276,37.89,-122.3,3024.42882345827,561434.907061947,740327.848971268,71322.8360174143,17303.6539232931
221300,4.0875,52,1248,283,620,275,37.89,-122.3,3024.42882345827,561434.907061947,740327.848971268,71322.8360174143,17303.6539232931
207400,4.5268,42,1342,291,551,266,37.89,-122.33,791.549426534595,563191.759876428,742042.048254026,72686.8580974037,15671.541565426
350000,1.7375,37,3061,930,2556,924,37.88,-122.34,1931.30400369947,562953.740276181,741773.022068209,72223.8263747641,14258.1786934719
218200,3.1795,52,3171,698,1498,696,37.89,-122.29,3881.67633904786,560850.949133144,739757.786118022,70884.2214728745,17900.8753496392
216700,3.8672,50,1211,261,523,227,37.88,-122.29,4234.72499948193,560020.957834168,738912.399322647,69920.3080832435,17117.4337227705
270600,5.1675,52,979,175,374,153,37.89,-122.29,3881.67633904786,560850.949133144,739757.786118022,70884.2214728745,17900.8753496392
261400,5.1696,52,2269,380,1004,371,37.89,-122.29,3881.67633904786,560850.949133144,739757.786118022,70884.2214728745,17900.8753496392
261300,4.2614,52,1844,332,769,334,37.88,-122.28,5039.26264405064,559436.891831521,738342.281055405,69483.9468195967,17764.4892194032
232200,5.0551,52,2178,421,940,423,37.89,-122.29,3881.67633904786,560850.949133144,739757.786118022,70884.2214728745,17900.8753496392
375400,5.6228,42,1650,274,645,256,37.9,-122.27,5579.70320870625,560518.383518505,739467.214118336,71011.9160407501,19925.3656790659
357300,7.8864,52,1927,279,705,288,37.9,-122.26,6455.38145104547,559937.87748339,738899.894813412,70604.3980562228,20558.9238534312
374400,7.9556,52,2079,273,684,275,37.9,-122.27,5579.70320870625,560518.383518505,739467.214118336,71011.9160407501,19925.3656790659
358800,6174,52,1803,240,572,236,37.9,-122.27,5579.70320870625,560518.383518505,739467.214118336,71011.9160407501,19925.3656790659
417500,6.9414,52,2041,270,671,253,37.9,-122.27,5579.70320870625,560518.383518505,739467.214118336,71011.9160407501,19925.3656790659
430500,8.8342,52,3046,373,975,365,37.89,-122.27,5614.97519478784,559685.538417036,738619.675097181,70031.9910198982,19160.3463430568
362900,7.1754,52,2318,328,779,312,37.9,-122.28,4704.68215497521,561099.729478542,740035.207781065,71427.9700062207,19310.9661468072
397000,10.0825,52,2003,250,658,244,37.9,-122.28,4704.68215497521,561099.729478542,740035.207781065,71427.9700062207,19310.9661468072
346800,4.9083,52,2261,328,819,335,37.9,-122.28,4704.68215497521,561099.729478542,740035.207781065,71427.9700062207,19310.9661468072
327100,5.7912,52,1225,169,412,168,37.89,-122.28,4746.33228289721,560267.825380346,739188.394307419,70453.8889141935,18520.4971855272
290100,4.5893,52,2315,408,835,369,37.89,-122.28,4746.33228289721,560267.825380346,739188.394307419,70453.8889141935,18520.4971855272
292000,5.4171,52,2070,329,722,306,37.89,-122.28,4746.33228289721,560267.825380346,739188.394307419,70453.8889141935,18520.4971855272
270900,4125,52,2616,473,1085,487,37.89,-122.28,4746.33228289721,560267.825380346,739188.394307419,70453.8889141935,18520.4971855272
371100,7266,52,2640,366,973,355,37.89,-122.27,5614.97519478784,559685.538417036,738619.675097181,70031.9910198982,19160.3463430568
335600,5.3989,52,1978,293,723,272,37.89,-122.27,5614.97519478784,559685.538417036,738619.675097181,70031.9910198982,19160.3463430568
371300,7.8336,37,2220,335,903,362,37.9,-122.26,6455.38145104547,559937.87748339,738899.894813412,70604.3980562228,20558.9238534312
344000,6.1593,41,1125,195,356,181,37.89,-122.25,7358.5698802892,558523.485348423,737484.260723449,69214.1131296045,20493.0895096241
342200,6381,52,3078,494,1005,462,37.89,-122.26,6486.00339137531,559104.090863819,738051.630047982,69618.6811403437,19818.4637640592
370900,6.6828,52,3706,531,1205,504,37.89,-122.26,6486.00339137531,559104.090863819,738051.630047982,69618.6811403437,19818.4637640592
350000,7.5385,37,3000,457,987,450,37.89,-122.25,7358.5698802892,558523.485348423,737484.260723449,69214.1131296045,20493.0895096241
368600,6.7138,42,2863,460,1031,448,37.89,-122.25,7358.5698802892,558523.485348423,737484.260723449,69214.1131296045,20493.0895096241
391800,6.2425,52,2551,417,894,404,37.88,-122.26,6703.53576900228,558271.271228122,737204.063272987,68636.8220674939,19114.0398571963
415300,5.7979,52,2255,410,823,377,37.88,-122.26,6703.53576900228,558271.271228122,737204.063272987,68636.8220674939,19114.0398571963
284900,4.2813,52,3360,648,1232,621,37.88,-122.27,5864.78189636077,558853.662087142,737772.835184191,69056.065283416,18430.6919237468
287500,3.5417,52,1693,391,669,367,37.88,-122.27,5864.78189636077,558853.662087142,737772.835184191,69056.065283416,18430.6919237468
272900,3.0132,44,2252,592,989,550,37.88,-122.27,5864.78189636077,558853.662087142,737772.835184191,69056.065283416,18430.6919237468
259600,4.1429,52,2495,491,1058,464,37.88,-122.28,5039.26264405064,559436.891831521,738342.281055405,69483.9468195967,17764.4892194032
254500,4.1912,52,1193,200,506,207,37.88,-122.28,5039.26264405064,559436.891831521,738342.281055405,69483.9468195967,17764.4892194032
235600,3.9167,52,1172,215,489,218,37.88,-122.28,5039.26264405064,559436.891831521,738342.281055405,69483.9468195967,17764.4892194032
218400,3.8897,52,2159,424,824,388,37.88,-122.29,4234.72499948193,560020.957834168,738912.399322647,69920.3080832435,17117.4337227705
229200,3.1065,48,2365,490,1034,475,37.88,-122.29,4234.72499948193,560020.957834168,738912.399322647,69920.3080832435,17117.4337227705
192100,2.9926,46,1895,442,920,425,37.88,-122.29,4234.72499948193,560020.957834168,738912.399322647,69920.3080832435,17117.4337227705
179300,3556,52,1650,395,841,380,37.88,-122.29,4234.72499948193,560020.957834168,738912.399322647,69920.3080832435,17117.4337227705
187500,1475,45,453,146,749,137,37.88,-122.3,3465.81162992733,560605.857475177,739483.188424908,70364.9913111539,16491.7793196517
138800,1.6971,52,409,97,208,98,37.88,-122.3,3465.81162992733,560605.857475177,739483.188424908,70364.9913111539,16491.7793196517
150000,2.1705,10,503,118,228,100,37.87,-122.3,4165.26025207757,559777.786291634,738639.232724154,69411.7418231331,15716.6787457461
140600,2.75,50,499,127,287,128,37.86,-122.3,5015.95433076893,558950.697859778,737795.98428784,68463.2794983888,14984.0600674103
120000,2.5682,52,477,119,218,106,37.85,-122.29,6431.68111498186,557536.861239602,736380.471066401,67056.0690194231,15017.9655554701
144800,2.9,46,1647,376,854,355,37.88,-122.3,3465.81162992733,560605.857475177,739483.188424908,70364.9913111539,16491.7793196517
144800,2.2208,52,3123,749,1695,684,37.87,-122.3,4165.26025207757,559777.786291634,738639.232724154,69411.7418231331,15716.6787457461
245500,3.2344,52,957,188,403,172,37.88,-122.28,5039.26264405064,559436.891831521,738342.281055405,69483.9468195967,17764.4892194032
200000,3.5156,52,589,132,288,131,37.87,-122.28,5543.78280125539,558606.933163197,737496.87043511,68518.3194970142,17047.5275980038
173700,1.9805,49,2026,548,963,521,37.87,-122.28,5543.78280125539,558606.933163197,737496.87043511,68518.3194970142,17047.5275980038
185600,2.6684,50,1829,536,1129,516,37.87,-122.29,4824.02762104006,559191.943182027,738067.716268077,68960.8508388837,16372.0675369305
182600,3875,52,895,198,386,204,37.87,-122.29,4824.02762104006,559191.943182027,738067.716268077,68960.8508388837,16372.0675369305
227900,3006,52,1909,416,811,406,37.88,-122.28,5039.26264405064,559436.891831521,738342.281055405,69483.9468195967,17764.4892194032
220700,2543,46,3022,696,1293,675,37.87,-122.28,5543.78280125539,558606.933163197,737496.87043511,68518.3194970142,17047.5275980038
212000,2.8676,46,1777,446,805,431,37.87,-122.28,5543.78280125539,558606.933163197,737496.87043511,68518.3194970142,17047.5275980038
271400,2.1907,52,2803,930,1372,876,37.88,-122.27,5864.78189636077,558853.662087142,737772.835184191,69056.065283416,18430.6919237468
268800,1.7778,30,1465,439,862,425,37.87,-122.27,6303.6694598177,558022.758861459,736926.696789548,68084.3108096702,17740.7664955911
277800,2.52,37,2619,682,1152,616,37.88,-122.27,5864.78189636077,558853.662087142,737772.835184191,69056.065283416,18430.6919237468
332500,4.2788,52,1149,255,483,249,37.88,-122.26,6703.53576900228,558271.271228122,737204.063272987,68636.8220674939,19114.0398571963
338900,2944,52,2363,604,1558,573,37.88,-122.26,6703.53576900228,558271.271228122,737204.063272987,68636.8220674939,19114.0398571963
287500,1725,52,2604,837,1798,769,37.88,-122.26,6703.53576900228,558271.271228122,737204.063272987,68636.8220674939,19114.0398571963
384600,5.2289,41,685,141,266,123,37.87,-122.25,7897.02456664702,556856.927950734,735788.372332798,67242.5182823172,19172.8188498119
371400,2.5562,42,1756,465,2184,422,37.87,-122.25,7897.02456664702,556856.927950734,735788.372332798,67242.5182823172,19172.8188498119
350000,949,52,1204,460,2016,477,37.87,-122.25,7897.02456664702,556856.927950734,735788.372332798,67242.5182823172,19172.8188498119
500001,1.1696,52,609,236,1349,250,37.87,-122.25,7897.02456664702,556856.927950734,735788.372332798,67242.5182823172,19172.8188498119
175000,1.4012,52,1087,371,3337,350,37.87,-122.26,7090.79721318991,557439.422910371,736357.196898683,67658.9887915403,18449.780245215
241700,1.1859,52,2773,998,1721,949,37.87,-122.26,7090.79721318991,557439.422910371,736357.196898683,67658.9887915403,18449.780245215
216700,1.7464,35,3218,1108,1675,1000,37.87,-122.27,6303.6694598177,558022.758861459,736926.696789548,68084.3108096702,17740.7664955911
211300,2.8846,49,1350,368,707,350,37.87,-122.27,6303.6694598177,558022.758861459,736926.696789548,68084.3108096702,17740.7664955911
210200,2.7372,52,3084,698,1424,694,37.87,-122.27,6303.6694598177,558022.758861459,736926.696789548,68084.3108096702,17740.7664955911
196400,3.8594,52,938,195,393,189,37.86,-122.28,6208.52231976223,557777.953727185,736652.164865673,67557.1919660119,16374.7420112297
191700,3.5625,52,1813,353,828,339,37.87,-122.28,5543.78280125539,558606.933163197,737496.87043511,68518.3194970142,17047.5275980038
182300,2.2788,52,1233,300,571,292,37.87,-122.28,5543.78280125539,558606.933163197,737496.87043511,68518.3194970142,17047.5275980038
175000,2537,44,2539,755,1382,713,37.87,-122.29,4824.02762104006,559191.943182027,738067.716268077,68960.8508388837,16372.0675369305
165900,2525,46,1267,324,792,321,37.87,-122.29,4824.02762104006,559191.943182027,738067.716268077,68960.8508388837,16372.0675369305
156900,1.9946,52,1665,404,815,372,37.86,-122.29,5575.16378262429,558363.909526889,737223.739373307,68006.0383474637,15670.2110012732
164300,2.8214,52,1659,367,788,346,37.86,-122.28,6208.52231976223,557777.953727185,736652.164865673,67557.1919660119,16374.7420112297
150000,2.6165,52,2225,460,1145,430,37.87,-122.29,4824.02762104006,559191.943182027,738067.716268077,68960.8508388837,16372.0675369305
150500,1.9483,50,2485,607,1354,563,37.86,-122.29,5575.16378262429,558363.909526889,737223.739373307,68006.0383474637,15670.2110012732
169900,1.9327,52,2031,450,958,445,37.86,-122.28,6208.52231976223,557777.953727185,736652.164865673,67557.1919660119,16374.7420112297
147400,1.9798,49,2932,668,1361,608,37.86,-122.28,6208.52231976223,557777.953727185,736652.164865673,67557.1919660119,16374.7420112297
152700,2.4167,52,2246,472,1005,449,37.85,-122.28,6781.86317450868,556949.957896058,735808.166775323,66600.7590387803,15751.7939745031
182700,2.5417,49,2052,435,924,414,37.86,-122.27,6895.62849480421,557192.833093377,736081.262332515,67116.9087802181,17095.3808139783
179300,3.3906,52,1999,417,780,358,37.86,-122.28,6208.52231976223,557777.953727185,736652.164865673,67557.1919660119,16374.7420112297
157700,2.5652,52,3007,691,1582,636,37.86,-122.28,6208.52231976223,557777.953727185,736652.164865673,67557.1919660119,16374.7420112297
153100,2.2845,41,2214,550,1213,568,37.86,-122.28,6208.52231976223,557777.953727185,736652.164865673,67557.1919660119,16374.7420112297
250000,2.6071,52,1088,305,486,267,37.86,-122.27,6895.62849480421,557192.833093377,736081.262332515,67116.9087802181,17095.3808139783
206300,3.15,52,834,186,494,175,37.86,-122.27,6895.62849480421,557192.833093377,736081.262332515,67116.9087802181,17095.3808139783
218800,2.6914,52,1769,372,849,365,37.86,-122.27,6895.62849480421,557192.833093377,736081.262332515,67116.9087802181,17095.3808139783
198200,1.8447,52,2307,583,1127,548,37.86,-122.27,6895.62849480421,557192.833093377,736081.262332515,67116.9087802181,17095.3808139783
253600,1.6307,35,5161,1744,3276,1742,37.86,-122.26,7621.96037314544,556608.550265477,735511.033344431,66685.3584081818,17830.1744318451
257400,2.9044,52,3497,832,1493,794,37.86,-122.26,7621.96037314544,556608.550265477,735511.033344431,66685.3584081818,17830.1744318451
289500,2.9405,52,3774,744,1461,679,37.86,-122.26,7621.96037314544,556608.550265477,735511.033344431,66685.3584081818,17830.1744318451
241700,3.3893,52,2888,604,1253,538,37.86,-122.26,7621.96037314544,556608.550265477,735511.033344431,66685.3584081818,17830.1744318451
489600,3.0417,48,2153,517,1656,459,37.86,-122.25,8377.32129312397,556025.107890801,734941.479475028,66262.7114781308,18577.44333663
446200,7.0897,52,1389,191,514,202,37.86,-122.25,8377.32129312397,556025.107890801,734941.479475028,66262.7114781308,18577.44333663
456300,5.0463,52,1709,318,719,295,37.86,-122.25,8377.32129312397,556025.107890801,734941.479475028,66262.7114781308,18577.44333663
336800,1.7652,52,1587,444,878,449,37.86,-122.25,8377.32129312397,556025.107890801,734941.479475028,66262.7114781308,18577.44333663
500001,7.8521,52,1668,225,517,214,37.86,-122.24,9154.52830870398,555442.508623964,734372.60230093,65849.1394330123,19335.7411761328
500001,9.3959,52,3726,474,1366,496,37.85,-122.24,8259.08510932293,554610.717069378,733525.68293736,64867.2898334847,18811.4874496884
376900,5.3794,52,4048,663,1316,590,37.86,-122.25,8377.32129312397,556025.107890801,734941.479475028,66262.7114781308,18577.44333663
309600,3.2619,52,3618,768,1508,755,37.85,-122.26,7349.62084160981,555778.657669268,734665.575038723,65716.117724091,17260.0320736199
182300,2.7054,52,4076,920,1800,815,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235
172700,2.2431,47,2077,400,719,326,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235
150800,1.9028,50,1279,300,675,255,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235
153600,1.5817,52,1974,426,875,363,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235
106300,2.2841,52,335,83,152,77,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235
142300,1.3785,47,1375,307,843,319,37.85,-122.27,7016.67724394864,556363.889157129,735236.534241465,66154.0501389035,16499.7622031235
119400,2.9018,52,610,145,281,132,37.85,-122.28,6781.86317450868,556949.957896058,735808.166775323,66600.7590387803,15751.7939745031
147900,1.73,44,1025,198,506,204,37.85,-122.28,6781.86317450868,556949.957896058,735808.166775323,66600.7590387803,15751.7939745031
132900,2.2625,48,2063,484,1054,466,37.85,-122.28,6781.86317450868,556949.957896058,735808.166775323,66600.7590387803,15751.7939745031
132500,2.2106,35,1872,419,1017,414,37.84,-122.29,5547.8142028028,556710.802711767,735537.913784507,66111.1516333313,14422.0638341522
126900,2.6997,52,3108,813,1623,765,37.83,-122.28,4629.27324947942,555296.934642999,734122.302790399,64702.808723221,14680.3019257283
143800,4.0018,14,7355,2408,3100,2051,37.84,-122.3,5533.92097074925,557299.486748048,736111.618929079,66581.5336360851,13673.2134347032
500001,7.8772,52,2990,379,947,361,37.83,-122.23,7284.91301481371,552365.471150177,731263.568173309,62493.1125217118,18750.9462781935
500001,11.8603,39,2492,310,808,315,37.82,-122.22,7447.26203845268,550950.960479691,729847.588250939,61097.4273880028,19258.1149370901
500001,13499,42,2991,335,1018,335,37.82,-122.22,7447.26203845268,550950.960479691,729847.588250939,61097.4273880028,19258.1149370901
500001,12.2138,52,3242,366,1001,352,37.82,-122.23,6670.96611592676,551535.679720098,730418.038248713,61517.9372079375,18412.5455742266
466100,8.1872,52,3051,381,1005,369,37.82,-122.23,6670.96611592676,551535.679720098,730418.038248713,61517.9372079375,18412.5455742266
500001,12.3804,52,3494,396,1192,383,37.82,-122.23,6670.96611592676,551535.679720098,730418.038248713,61517.9372079375,18412.5455742266
457800,5.8948,52,1757,246,585,227,37.83,-122.24,6607.19402132895,552950.080937517,731833.962972968,62916.5802677,17924.6471751246
471600,8.1194,52,2449,312,916,316,37.83,-122.24,6607.19402132895,552950.080937517,731833.962972968,62916.5802677,17924.6471751246
500001,8.7477,52,1611,203,556,179,37.82,-122.23,6670.96611592676,551535.679720098,730418.038248713,61517.9372079375,18412.5455742266
398600,6155,52,3665,517,1470,520,37.82,-122.24,5923.30723562356,552121.245224023,730989.167275653,61948.1293385827,17570.2225198277
340700,5883,52,2474,403,1104,398,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001
289900,5.2128,52,3037,516,1242,518,37.76,-122.23,3184.13439059525,546577.928778623,725359.890894376,55774.4676621433,17762.1760882547
335300,4.7188,52,2269,323,805,321,37.76,-122.23,3184.13439059525,546577.928778623,725359.890894376,55774.4676621433,17762.1760882547
333000,5.2915,52,1316,177,378,162,37.76,-122.23,3184.13439059525,546577.928778623,725359.890894376,55774.4676621433,17762.1760882547
241000,2.6411,52,1153,235,481,223,37.77,-122.24,4501.83535653528,547992.069385614,726775.930546058,57184.2343383601,16819.7587270162
189600,3.3214,52,772,179,409,160,37.77,-122.23,4276.79661607913,547401.698229812,726201.113436557,56717.6047750841,17698.4156150169
206300,3.6417,52,1711,386,885,373,37.77,-122.24,4501.83535653528,547992.069385614,726775.930546058,57184.2343383601,16819.7587270162
215700,3.0161,52,2650,566,1468,567,37.77,-122.25,4631.78454070637,548583.281121894,727351.423936232,57660.5656835717,15941.1335479597
210200,3.1771,52,1038,220,482,215,37.77,-122.25,4631.78454070637,548583.281121894,727351.423936232,57660.5656835717,15941.1335479597
208800,3.4531,52,1527,320,825,264,37.77,-122.25,4631.78454070637,548583.281121894,727351.423936232,57660.5656835717,15941.1335479597
197900,4.3098,52,859,157,429,158,37.77,-122.25,4631.78454070637,548583.281121894,727351.423936232,57660.5656835717,15941.1335479597
201300,3.3438,52,970,217,528,208,37.78,-122.26,3365.61821656892,549997.222858185,728767.319783098,59072.3742085855,15069.964574031
190800,2.9213,52,1045,239,496,216,37.78,-122.26,3365.61821656892,549997.222858185,728767.319783098,59072.3742085855,15069.964574031
207900,2.6806,52,1408,280,718,265,37.78,-122.27,2557.28026946912,550589.144742598,729343.421761414,59559.6356831845,14192.0025773517
215300,3.7708,52,1222,264,630,265,37.78,-122.27,2557.28026946912,550589.144742598,729343.421761414,59559.6356831845,14192.0025773517
212900,3.9444,45,1169,263,723,286,37.78,-122.27,2557.28026946912,550589.144742598,729343.421761414,59559.6356831845,14192.0025773517
292700,5.2601,13,2020,535,959,486,37.78,-122.27,2557.28026946912,550589.144742598,729343.421761414,59559.6356831845,14192.0025773517
275000,2.5444,30,4145,869,3668,855,37.79,-122.28,1406.24458951369,552002.88611102,730759.172426968,60973.0450592328,13415.2924707565
200000,2.6447,42,2038,368,2037,355,37.77,-122.3,2288.10224307391,551551.853551812,730238.978864837,60179.5222043155,11548.7370551662
173400,2.5762,29,5154,1394,3741,1273,37.78,-122.28,1815.63153138279,551181.899706098,729920.195449928,60055.8824096715,13314.162415088
102200,1.9427,42,1241,309,821,300,37.78,-122.29,1264.07771129536,551775.485057613,730497.639251693,60560.8935026487,12436.4698977613
220800,2.9688,52,1468,363,870,347,37.77,-122.28,2662.40007739808,550361.932643232,729081.945708374,59145.4025160456,13305.5112004753
242800,3.75,27,3997,1073,1901,966,37.77,-122.28,2662.40007739808,550361.932643232,729081.945708374,59145.4025160456,13305.5112004753
265400,5.1702,18,2873,763,1243,663,37.76,-122.29,3413.79668852367,550138.499731782,728823.347910958,58762.6610837237,12516.866352794
219000,2.5139,50,1487,306,730,327,37.78,-122.28,1815.63153138279,551181.899706098,729920.195449928,60055.8824096715,13314.162415088
282100,2.9732,52,1670,350,793,299,37.77,-122.26,3888.48669089665,549175.330717682,727927.591997236,58146.3603767132,15062.5456376867
372000,5.5337,52,2252,388,1033,434,37.77,-122.27,3214.33934745017,549768.215459874,728504.433122427,58641.3832251184,14184.0019327012
225800,4.1667,52,1731,377,872,363,37.77,-122.27,3214.33934745017,549768.215459874,728504.433122427,58641.3832251184,14184.0019327012
220800,2.7115,52,1710,481,849,457,37.77,-122.27,3214.33934745017,549768.215459874,728504.433122427,58641.3832251184,14184.0019327012
234500,3.3269,52,2388,559,1121,518,37.77,-122.27,3214.33934745017,549768.215459874,728504.433122427,58641.3832251184,14184.0019327012
254200,3.2685,52,2156,458,872,445,37.77,-122.25,4631.78454070637,548583.281121894,727351.423936232,57660.5656835717,15941.1335479597
351800,4.7778,52,1565,315,637,297,37.77,-122.26,3888.48669089665,549175.330717682,727927.591997236,58146.3603767132,15062.5456376867
275000,4226,52,1704,371,663,340,37.77,-122.26,3888.48669089665,549175.330717682,727927.591997236,58146.3603767132,15062.5456376867
405400,3.3571,52,1210,168,411,172,37.77,-122.26,3888.48669089665,549175.330717682,727927.591997236,58146.3603767132,15062.5456376867
228100,2.9899,52,2097,444,915,413,37.77,-122.26,3888.48669089665,549175.330717682,727927.591997236,58146.3603767132,15062.5456376867
234000,2875,52,1848,479,921,477,37.77,-122.26,3888.48669089665,549175.330717682,727927.591997236,58146.3603767132,15062.5456376867
162500,2.3882,43,955,284,585,266,37.77,-122.24,4501.83535653528,547992.069385614,726775.930546058,57184.2343383601,16819.7587270162
243400,2975,43,4329,1110,2086,1053,37.77,-122.25,4631.78454070637,548583.281121894,727351.423936232,57660.5656835717,15941.1335479597
273800,5.1039,52,3011,542,1303,535,37.76,-122.23,3184.13439059525,546577.928778623,725359.890894376,55774.4676621433,17762.1760882547
248500,4.1458,52,1049,185,374,176,37.76,-122.23,3184.13439059525,546577.928778623,725359.890894376,55774.4676621433,17762.1760882547
244000,3.4762,52,2504,516,979,472,37.76,-122.24,3480.59063448961,547169.266464685,725935.449008064,56248.9855217197,16886.7156749615
240900,2.6833,52,1846,471,827,446,37.76,-122.24,3480.59063448961,547169.266464685,725935.449008064,56248.9855217197,16886.7156749615
306300,5.75,52,1705,246,658,253,37.76,-122.23,3184.13439059525,546577.928778623,725359.890894376,55774.4676621433,17762.1760882547
240000,3.9632,50,1542,289,654,268,37.75,-122.23,2111.70468395495,545755.178949937,724519.395022439,54837.6571243325,17894.9361408183
247100,4.9489,45,891,155,384,146,37.75,-122.24,2536.80173547391,546347.484961178,725095.695268899,55320.2759466422,17026.1829409983
286600,4.8711,27,4051,753,1499,797,37.75,-122.24,2536.80173547391,546347.484961178,725095.695268899,55320.2759466422,17026.1829409983
266700,3.0718,52,2646,581,1128,522,37.76,-122.24,3480.59063448961,547169.266464685,725935.449008064,56248.9855217197,16886.7156749615
229800,3.6719,49,2428,525,1110,492,37.76,-122.24,3480.59063448961,547169.266464685,725935.449008064,56248.9855217197,16886.7156749615
229300,4.6094,52,2567,436,1119,415,37.76,-122.24,3480.59063448961,547169.266464685,725935.449008064,56248.9855217197,16886.7156749615
228400,4.5213,21,7031,1249,2930,1235,37.73,-122.24,1579.76380623245,544707.004692517,723418.381323075,53483.8347324513,17514.8209768539
206200,4.4562,25,1914,365,897,390,37.74,-122.25,2598.46177936044,546120.844280036,724834.390902546,54899.149603421,16379.7826836361
350700,7611,5,18634,2885,7427,2718,37.72,-122.24,2057.93402266832,543888.315225587,722580.8262083,52576.83583075,17858.2547554009
231000,3.2689,31,5785,1379,2973,1312,37.73,-122.27,4207.8814228846,546494.765812229,725155.790185224,55039.8648232691,15000.2129358367
